P3_22,P3_21,P3_20,P3_19,csvTime
12,12,1793,1798,2024-08-19 21:54:09
18,19,1796,1798,2024-08-19 21:55:09
24,25,904,901,2024-08-19 21:56:09
19,20,-143,-138,2024-08-19 21:57:09
14,14,-206,-203,2024-08-19 21:58:09
15,16,-91,-81,2024-08-19 21:59:09
18,19,68,70,2024-08-19 22:00:09
14,15,151,173,2024-08-19 22:01:09
16,17,125,121,2024-08-19 22:02:09
1,0,688,898,2024-08-19 22:03:09
1,0,914,901,2024-08-19 22:04:09
14,15,-32,-32,2024-08-19 22:05:09
14,15,-30,-37,2024-08-19 22:06:09
1,0,1,2,2024-08-19 22:07:09
1,0,895,898,2024-08-19 22:08:09
1,0,895,898,2024-08-19 22:09:09
21,25,895,898,2024-08-19 22:10:09
1,0,1048,-2,2024-08-19 22:11:09
1,0,3,0,2024-08-19 22:12:09
1,0,2,0,2024-08-19 22:13:09
1,0,2,-2,2024-08-19 22:14:09
1,0,2,2,2024-08-19 22:15:09
9,10,2,2,2024-08-19 22:16:09
14,15,49,54,2024-08-19 22:17:09
14,15,68,73,2024-08-19 22:18:09
14,15,34,17,2024-08-19 22:19:09
14,15,32,39,2024-08-19 22:20:09
1,0,830,898,2024-08-19 22:21:09
53,53,895,898,2024-08-19 22:22:09
47,47,2,0,2024-08-19 22:23:09
53,53,895,900,2024-08-19 22:24:09
1,0,895,898,2024-08-19 22:25:09
32,31,5,0,2024-08-19 22:26:09
1,0,2,-2,2024-08-19 22:27:09
24,25,2,0,2024-08-19 22:28:09
24,23,2,0,2024-08-19 22:29:09
14,15,2,0,2024-08-19 22:30:09
1,0,2,0,2024-08-19 22:31:09
1,0,2,0,2024-08-19 22:32:09
9,10,2,0,2024-08-19 22:33:09
12,0,895,898,2024-08-19 22:34:09
1,0,895,898,2024-08-19 22:35:09
1,0,895,898,2024-08-19 22:36:09
17,17,5,0,2024-08-19 22:37:09
21,22,2,0,2024-08-19 22:38:09
1,0,2,2,2024-08-19 22:39:09
35,35,895,898,2024-08-19 22:40:09
1,0,895,898,2024-08-19 22:41:09
1,0,895,898,2024-08-19 22:42:09
1,0,895,898,2024-08-19 22:43:09
1,11,861,-6,2024-08-19 22:44:09
24,25,890,898,2024-08-19 22:45:09
28,28,2,0,2024-08-19 22:46:09
38,38,6,0,2024-08-19 22:47:09
37,37,2,-2,2024-08-19 22:48:09
41,41,2,0,2024-08-19 22:49:09
1,0,3,0,2024-08-19 22:50:09
33,40,1198,-2,2024-08-19 22:51:09
33,44,1000,906,2024-08-19 22:52:09
17,0,900,909,2024-08-19 22:53:09
1,0,904,909,2024-08-19 22:54:09
1,0,904,909,2024-08-19 22:55:09
1,0,904,909,2024-08-19 22:56:09
1,0,904,909,2024-08-19 22:57:09
1,0,904,909,2024-08-19 22:58:09
1,0,905,906,2024-08-19 22:59:09
1,0,905,906,2024-08-19 23:00:09
1,0,905,909,2024-08-19 23:01:09
1,0,905,909,2024-08-19 23:02:09
1,0,905,906,2024-08-19 23:03:09
1,0,904,909,2024-08-19 23:04:09
1,0,904,909,2024-08-19 23:05:09
1,0,895,900,2024-08-19 23:06:09
1,0,895,898,2024-08-19 23:07:09
1,0,895,900,2024-08-19 23:08:09
1,0,895,898,2024-08-19 23:09:09
22,23,54,0,2024-08-19 23:10:09
25,25,895,900,2024-08-19 23:11:09
1,0,64,0,2024-08-19 23:12:09
16,18,0,-4,2024-08-19 23:13:09
19,20,-172,-181,2024-08-19 23:14:09
21,22,-98,-158,2024-08-19 23:15:09
23,23,74,83,2024-08-19 23:16:09
25,25,22,12,2024-08-19 23:17:09
24,25,-126,-113,2024-08-19 23:18:09
24,25,40,40,2024-08-19 23:19:09
18,18,12,-5,2024-08-19 23:20:09
18,19,64,69,2024-08-19 23:21:09
20,21,32,22,2024-08-19 23:22:09
50,51,-10,-11,2024-08-19 23:23:09
50,51,-22,-35,2024-08-19 23:24:09
64,64,12,8,2024-08-19 23:25:09
72,72,-6,-10,2024-08-19 23:26:09
72,72,-8,-17,2024-08-19 23:27:09
79,79,-6,-25,2024-08-19 23:28:09
82,82,0,-4,2024-08-19 23:29:09
82,82,-20,-8,2024-08-19 23:30:09
82,82,-20,-17,2024-08-19 23:31:09
82,82,-11,-8,2024-08-19 23:32:09
82,82,4,6,2024-08-19 23:33:09
82,82,4,-6,2024-08-19 23:34:09
82,82,-11,-17,2024-08-19 23:35:09
82,82,4,-8,2024-08-19 23:36:09
82,82,-11,1,2024-08-19 23:37:09
82,82,3,10,2024-08-19 23:38:09
82,82,1,-22,2024-08-19 23:39:09
82,82,-1,-20,2024-08-19 23:40:09
82,82,6,6,2024-08-19 23:41:09
83,83,8,8,2024-08-19 23:42:09
82,82,-6,-12,2024-08-19 23:43:09
82,82,-8,-20,2024-08-19 23:44:09
82,83,-6,-35,2024-08-19 23:45:09
82,82,-12,-43,2024-08-19 23:46:09
82,82,-15,-17,2024-08-19 23:47:09
82,82,-15,2,2024-08-19 23:48:09
82,82,-32,-11,2024-08-19 23:49:09
82,82,-6,-16,2024-08-19 23:50:09
82,82,-6,-4,2024-08-19 23:51:09
83,82,2,-13,2024-08-19 23:52:09
82,82,-15,-22,2024-08-19 23:53:09
82,82,-11,-6,2024-08-19 23:54:09
82,82,-25,-8,2024-08-19 23:55:09
82,82,-11,-25,2024-08-19 23:56:09
82,82,-8,-12,2024-08-19 23:57:09
82,82,-11,-6,2024-08-19 23:58:09
82,82,-22,-12,2024-08-19 23:59:09
82,82,-11,3,2024-08-20 00:00:09
82,82,-2,12,2024-08-20 00:01:09
82,83,-3,5,2024-08-20 00:02:09
82,82,-4,0,2024-08-20 00:03:09
82,82,-11,-13,2024-08-20 00:04:09
82,82,2,-1,2024-08-20 00:05:09
82,82,-6,-8,2024-08-20 00:06:09
83,82,-12,-13,2024-08-20 00:07:09
82,82,-11,-2,2024-08-20 00:08:09
82,82,-5,6,2024-08-20 00:09:09
82,82,-18,3,2024-08-20 00:10:09
82,82,-2,-6,2024-08-20 00:11:09
82,82,-12,-2,2024-08-20 00:12:09
82,82,-8,-6,2024-08-20 00:13:09
82,82,-20,-12,2024-08-20 00:14:09
82,82,-15,-12,2024-08-20 00:15:09
82,82,-12,-2,2024-08-20 00:16:09
82,82,-13,-12,2024-08-20 00:17:09
82,82,-11,-6,2024-08-20 00:18:09
82,82,-6,-6,2024-08-20 00:19:09
82,82,8,8,2024-08-20 00:20:09
82,82,-5,-12,2024-08-20 00:21:09
82,82,8,-1,2024-08-20 00:22:09
82,82,-6,-11,2024-08-20 00:23:09
82,82,-12,-15,2024-08-20 00:24:09
82,82,-11,-6,2024-08-20 00:25:09
82,82,-18,-25,2024-08-20 00:26:09
82,82,-20,-34,2024-08-20 00:27:09
82,83,-11,-10,2024-08-20 00:28:09
82,82,-12,-16,2024-08-20 00:29:09
82,82,-22,-13,2024-08-20 00:30:09
82,82,-12,-5,2024-08-20 00:31:09
81,81,-18,-5,2024-08-20 00:32:09
81,81,-10,-17,2024-08-20 00:33:09
82,81,-3,-12,2024-08-20 00:34:09
81,82,-18,-8,2024-08-20 00:35:09
82,81,-6,-17,2024-08-20 00:36:09
82,82,8,-5,2024-08-20 00:37:09
81,81,-11,-12,2024-08-20 00:38:09
82,82,-12,-27,2024-08-20 00:39:09
81,81,-2,-12,2024-08-20 00:40:09
82,81,1,-5,2024-08-20 00:41:09
81,81,-18,2,2024-08-20 00:42:09
81,81,0,-8,2024-08-20 00:43:09
81,81,-12,-6,2024-08-20 00:44:09
81,82,-12,-6,2024-08-20 00:45:09
82,82,-8,-12,2024-08-20 00:46:09
81,81,-6,-10,2024-08-20 00:47:09
81,82,-18,2,2024-08-20 00:48:09
81,81,-6,-1,2024-08-20 00:49:09
81,81,-11,-22,2024-08-20 00:50:09
81,82,-6,-6,2024-08-20 00:51:09
81,82,-8,-6,2024-08-20 00:52:09
81,81,-8,-12,2024-08-20 00:53:09
81,81,-10,-12,2024-08-20 00:54:09
82,82,-6,1,2024-08-20 00:55:09
82,82,10,6,2024-08-20 00:56:09
82,82,-12,-18,2024-08-20 00:57:09
81,81,-11,6,2024-08-20 00:58:09
81,82,-24,-5,2024-08-20 00:59:09
81,82,-6,3,2024-08-20 01:00:09
81,81,-3,-25,2024-08-20 01:01:09
81,81,-3,1,2024-08-20 01:02:09
81,82,16,12,2024-08-20 01:03:09
81,82,32,12,2024-08-20 01:04:09
81,81,-11,-8,2024-08-20 01:05:09
81,82,2,-1,2024-08-20 01:06:09
81,82,-12,-15,2024-08-20 01:07:09
81,82,-10,-6,2024-08-20 01:08:09
81,81,-6,8,2024-08-20 01:09:09
81,81,2,-4,2024-08-20 01:10:09
81,81,-11,-8,2024-08-20 01:11:09
81,81,-12,-8,2024-08-20 01:12:09
81,81,-17,-44,2024-08-20 01:13:09
81,82,-4,-8,2024-08-20 01:14:09
82,81,-13,-22,2024-08-20 01:15:09
81,81,0,-11,2024-08-20 01:16:09
82,81,-41,-53,2024-08-20 01:17:09
81,81,-25,-15,2024-08-20 01:18:09
81,82,-12,-11,2024-08-20 01:19:09
82,82,-18,-44,2024-08-20 01:20:09
82,82,-4,-10,2024-08-20 01:21:09
81,81,-15,-4,2024-08-20 01:22:09
81,82,-18,-41,2024-08-20 01:23:09
81,81,-2,-6,2024-08-20 01:24:09
81,82,-6,-20,2024-08-20 01:25:09
81,81,-6,-1,2024-08-20 01:26:09
81,81,-11,-8,2024-08-20 01:27:09
81,81,-20,6,2024-08-20 01:28:09
81,82,-18,-17,2024-08-20 01:29:09
82,82,-20,-50,2024-08-20 01:30:09
82,82,-1,-24,2024-08-20 01:31:09
82,82,-25,-25,2024-08-20 01:32:09
81,81,-20,-30,2024-08-20 01:33:09
81,82,-25,-16,2024-08-20 01:34:09
81,81,-12,-1,2024-08-20 01:35:09
81,81,-15,-4,2024-08-20 01:36:09
81,81,-20,-10,2024-08-20 01:37:09
81,81,-6,-17,2024-08-20 01:38:09
81,82,-4,-6,2024-08-20 01:39:09
81,81,-25,-5,2024-08-20 01:40:09
81,82,-10,-6,2024-08-20 01:41:09
81,81,-18,-22,2024-08-20 01:42:09
81,81,-6,-30,2024-08-20 01:43:09
81,81,-50,-39,2024-08-20 01:44:09
82,82,-25,-25,2024-08-20 01:45:09
81,81,-10,-6,2024-08-20 01:46:09
81,82,-15,-5,2024-08-20 01:47:09
82,82,-6,-13,2024-08-20 01:48:09
81,82,13,-6,2024-08-20 01:49:09
81,81,2,-3,2024-08-20 01:50:09
82,82,2,-6,2024-08-20 01:51:09
82,82,4,4,2024-08-20 01:52:09
81,81,-18,-25,2024-08-20 01:53:09
81,81,-2,-20,2024-08-20 01:54:09
81,81,-1,-24,2024-08-20 01:55:09
81,81,1,-1,2024-08-20 01:56:09
81,81,-11,-20,2024-08-20 01:57:09
82,82,-8,-17,2024-08-20 01:58:09
81,81,-5,-2,2024-08-20 01:59:09
81,81,-18,-6,2024-08-20 02:00:09
81,81,-12,-15,2024-08-20 02:01:09
81,81,-5,-10,2024-08-20 02:02:09
82,82,-12,-17,2024-08-20 02:03:09
81,82,-5,-1,2024-08-20 02:04:09
82,82,-12,-13,2024-08-20 02:05:09
81,81,-12,-17,2024-08-20 02:06:09
81,81,2,6,2024-08-20 02:07:09
82,82,-4,-20,2024-08-20 02:08:09
81,81,6,-2,2024-08-20 02:09:09
82,82,-8,11,2024-08-20 02:10:09
81,81,5,3,2024-08-20 02:11:09
81,81,16,35,2024-08-20 02:12:09
81,81,13,-17,2024-08-20 02:13:09
81,81,-22,-30,2024-08-20 02:14:09
82,82,-8,-4,2024-08-20 02:15:09
82,82,4,6,2024-08-20 02:16:09
82,82,-25,-20,2024-08-20 02:17:09
81,82,1,6,2024-08-20 02:18:09
82,82,0,-5,2024-08-20 02:19:09
81,81,-3,-6,2024-08-20 02:20:09
81,82,-6,-1,2024-08-20 02:21:09
81,82,-8,-6,2024-08-20 02:22:09
81,81,12,3,2024-08-20 02:23:09
82,82,15,1,2024-08-20 02:24:09
81,81,8,-4,2024-08-20 02:25:09
81,81,-10,-8,2024-08-20 02:26:09
82,82,-5,13,2024-08-20 02:27:09
82,81,-6,0,2024-08-20 02:28:09
81,81,-22,-10,2024-08-20 02:29:09
81,82,-4,-15,2024-08-20 02:30:09
81,81,-11,-4,2024-08-20 02:31:09
81,81,-17,-6,2024-08-20 02:32:09
81,81,-3,-8,2024-08-20 02:33:09
81,82,-6,17,2024-08-20 02:34:09
81,81,-18,-2,2024-08-20 02:35:09
81,81,-18,-12,2024-08-20 02:36:09
81,81,-2,-1,2024-08-20 02:37:09
82,81,-2,12,2024-08-20 02:38:09
82,81,-6,-8,2024-08-20 02:39:09
82,82,-13,-11,2024-08-20 02:40:09
81,82,-18,-15,2024-08-20 02:41:09
82,82,-6,1,2024-08-20 02:42:09
81,81,-6,-18,2024-08-20 02:43:08
81,81,-25,-22,2024-08-20 02:44:09
81,81,-20,-34,2024-08-20 02:45:09
81,81,-18,-12,2024-08-20 02:46:09
81,81,-29,-45,2024-08-20 02:47:09
81,81,-11,-27,2024-08-20 02:48:09
81,81,-6,-6,2024-08-20 02:49:09
81,81,2,12,2024-08-20 02:50:09
81,81,0,-20,2024-08-20 02:51:09
82,82,-2,-13,2024-08-20 02:52:09
81,81,-6,-22,2024-08-20 02:53:09
82,82,-15,-17,2024-08-20 02:54:09
82,82,-20,-11,2024-08-20 02:55:09
82,82,-13,-32,2024-08-20 02:56:09
82,82,-2,-37,2024-08-20 02:57:09
82,82,2,-12,2024-08-20 02:58:09
82,82,-6,-15,2024-08-20 02:59:09
82,82,-15,-16,2024-08-20 03:00:09
82,82,-2,-15,2024-08-20 03:01:09
82,82,-13,-6,2024-08-20 03:02:09
82,82,-12,-13,2024-08-20 03:03:09
82,82,6,8,2024-08-20 03:04:09
82,82,-13,-22,2024-08-20 03:05:09
82,82,-4,4,2024-08-20 03:06:09
82,82,-25,-32,2024-08-20 03:07:09
82,82,-29,-49,2024-08-20 03:08:09
82,82,-22,-13,2024-08-20 03:09:09
82,82,-20,-32,2024-08-20 03:10:09
82,82,0,6,2024-08-20 03:11:09
82,82,2,-18,2024-08-20 03:12:09
82,82,-15,-22,2024-08-20 03:13:09
82,82,-3,15,2024-08-20 03:14:08
82,82,-41,-37,2024-08-20 03:15:09
82,82,-30,-48,2024-08-20 03:16:09
82,82,13,-1,2024-08-20 03:17:09
82,82,2,-1,2024-08-20 03:18:09
82,82,2,-6,2024-08-20 03:19:09
82,82,-3,-10,2024-08-20 03:20:09
82,82,-17,-13,2024-08-20 03:21:09
82,82,-12,0,2024-08-20 03:22:09
82,82,-11,-18,2024-08-20 03:23:09
82,82,-6,2,2024-08-20 03:24:09
82,82,-8,-22,2024-08-20 03:25:09
82,82,-10,10,2024-08-20 03:26:09
82,82,-6,-3,2024-08-20 03:27:09
82,82,-32,-15,2024-08-20 03:28:09
82,82,-10,-13,2024-08-20 03:29:09
82,82,-8,-11,2024-08-20 03:30:08
82,82,-18,-12,2024-08-20 03:31:09
82,82,-12,-37,2024-08-20 03:32:09
82,82,-2,11,2024-08-20 03:33:09
82,82,6,-13,2024-08-20 03:34:09
82,82,-10,-1,2024-08-20 03:35:08
82,82,-10,-5,2024-08-20 03:36:09
82,82,-15,-12,2024-08-20 03:37:09
82,82,-2,-24,2024-08-20 03:38:09
82,82,0,-8,2024-08-20 03:39:09
82,82,-15,-6,2024-08-20 03:40:09
82,82,-12,-20,2024-08-20 03:41:09
82,82,-15,-6,2024-08-20 03:42:09
82,82,-15,-5,2024-08-20 03:43:09
82,82,-11,-13,2024-08-20 03:44:09
82,82,-2,22,2024-08-20 03:45:09
82,82,3,-8,2024-08-20 03:46:09
82,82,-27,-32,2024-08-20 03:47:09
82,82,-27,-18,2024-08-20 03:48:09
82,82,-13,-20,2024-08-20 03:49:09
82,82,0,-1,2024-08-20 03:50:09
82,82,1,-2,2024-08-20 03:51:09
82,82,-20,0,2024-08-20 03:52:09
82,82,12,17,2024-08-20 03:53:09
81,81,-18,-6,2024-08-20 03:54:09
81,81,4,-11,2024-08-20 03:55:09
81,81,12,32,2024-08-20 03:56:09
81,81,-5,-6,2024-08-20 03:57:09
81,81,15,8,2024-08-20 03:58:09
81,81,-3,1,2024-08-20 03:59:09
81,80,-15,-1,2024-08-20 04:00:09
81,81,-6,-2,2024-08-20 04:01:09
81,81,-17,-1,2024-08-20 04:02:09
81,81,-11,-12,2024-08-20 04:03:09
81,81,-11,8,2024-08-20 04:04:09
81,81,-5,-1,2024-08-20 04:05:09
81,81,-11,-6,2024-08-20 04:06:09
81,81,12,6,2024-08-20 04:07:09
81,81,-6,-6,2024-08-20 04:08:09
81,81,-25,-34,2024-08-20 04:09:09
81,81,11,-10,2024-08-20 04:10:09
81,81,-20,-32,2024-08-20 04:11:08
81,81,-6,-3,2024-08-20 04:12:09
81,81,-4,-10,2024-08-20 04:13:09
81,81,-4,6,2024-08-20 04:14:09
81,81,-24,-13,2024-08-20 04:15:08
81,81,-37,-17,2024-08-20 04:16:09
81,81,-24,-12,2024-08-20 04:17:09
81,81,1,-20,2024-08-20 04:18:09
81,80,-18,-25,2024-08-20 04:19:09
81,81,-16,-12,2024-08-20 04:20:09
81,81,-6,0,2024-08-20 04:21:09
81,81,-18,-17,2024-08-20 04:22:09
81,81,-15,6,2024-08-20 04:23:08
81,81,-10,-6,2024-08-20 04:24:09
81,81,-22,-5,2024-08-20 04:25:09
81,81,1,18,2024-08-20 04:26:09
81,81,-2,-24,2024-08-20 04:27:09
81,81,2,-10,2024-08-20 04:28:09
81,81,1,-27,2024-08-20 04:29:09
81,81,-18,-17,2024-08-20 04:30:09
81,81,-10,-11,2024-08-20 04:31:09
81,81,-6,-27,2024-08-20 04:32:09
81,81,-15,-34,2024-08-20 04:33:09
81,81,-11,-12,2024-08-20 04:34:09
81,81,-6,-10,2024-08-20 04:35:09
81,81,-2,-17,2024-08-20 04:36:09
81,81,-12,-25,2024-08-20 04:37:09
81,81,-12,-30,2024-08-20 04:38:09
81,81,-10,5,2024-08-20 04:39:09
81,80,15,20,2024-08-20 04:40:09
81,81,-8,-12,2024-08-20 04:41:09
81,81,-18,-15,2024-08-20 04:42:09
81,81,-10,-6,2024-08-20 04:43:09
81,81,-5,2,2024-08-20 04:44:09
81,81,1,11,2024-08-20 04:45:09
81,81,37,20,2024-08-20 04:46:09
81,81,-32,-40,2024-08-20 04:47:09
81,81,18,35,2024-08-20 04:48:09
81,81,74,58,2024-08-20 04:49:09
81,81,29,5,2024-08-20 04:50:09
81,81,-18,4,2024-08-20 04:51:09
81,81,18,3,2024-08-20 04:52:09
81,81,-37,-48,2024-08-20 04:53:09
81,81,-27,-20,2024-08-20 04:54:08
81,81,-46,-16,2024-08-20 04:55:09
80,81,-64,-108,2024-08-20 04:56:09
81,81,-45,-60,2024-08-20 04:57:09
81,81,37,11,2024-08-20 04:58:09
81,81,18,2,2024-08-20 04:59:09
81,81,-78,-66,2024-08-20 05:00:09
81,81,6,30,2024-08-20 05:01:09
81,81,43,34,2024-08-20 05:02:09
47,47,58,37,2024-08-20 05:03:08
45,45,-35,-17,2024-08-20 05:04:09
44,44,-12,-17,2024-08-20 05:05:09
44,45,24,20,2024-08-20 05:06:09
47,47,-51,-63,2024-08-20 05:07:09
46,46,18,17,2024-08-20 05:08:09
46,46,-18,-12,2024-08-20 05:09:09
46,46,-4,-8,2024-08-20 05:10:09
46,46,-13,-17,2024-08-20 05:11:09
46,46,-8,-17,2024-08-20 05:12:09
46,46,-18,-18,2024-08-20 05:13:09
46,46,-15,-15,2024-08-20 05:14:09
46,46,-15,-8,2024-08-20 05:15:09
47,47,-13,-39,2024-08-20 05:16:09
47,47,-17,-8,2024-08-20 05:17:09
47,47,-3,1,2024-08-20 05:18:09
47,47,-29,-30,2024-08-20 05:19:09
46,47,6,2,2024-08-20 05:20:09
47,47,-18,-22,2024-08-20 05:21:09
47,47,6,-2,2024-08-20 05:22:09
46,47,-6,1,2024-08-20 05:23:09
47,47,-16,-17,2024-08-20 05:24:09
47,47,-18,-32,2024-08-20 05:25:09
47,47,-15,-8,2024-08-20 05:26:09
47,47,8,1,2024-08-20 05:27:09
47,47,-30,-17,2024-08-20 05:28:09
47,47,-20,-37,2024-08-20 05:29:09
47,47,-22,-17,2024-08-20 05:30:09
47,47,-12,-2,2024-08-20 05:31:09
47,47,-2,-20,2024-08-20 05:32:09
47,47,-51,-46,2024-08-20 05:33:09
47,47,35,17,2024-08-20 05:34:09
47,47,-35,-20,2024-08-20 05:35:09
47,47,2,17,2024-08-20 05:36:09
47,47,4,17,2024-08-20 05:37:09
47,47,-30,-27,2024-08-20 05:38:09
47,47,16,8,2024-08-20 05:39:09
47,47,-41,-44,2024-08-20 05:40:09
47,47,17,11,2024-08-20 05:41:09
47,47,-37,-37,2024-08-20 05:42:09
46,47,12,5,2024-08-20 05:43:09
46,47,-20,-25,2024-08-20 05:44:09
47,47,-1,-1,2024-08-20 05:45:09
47,47,-12,-27,2024-08-20 05:46:08
47,47,-12,4,2024-08-20 05:47:09
47,47,-4,-18,2024-08-20 05:48:09
47,47,-16,-12,2024-08-20 05:49:09
47,47,-12,-13,2024-08-20 05:50:09
47,47,-30,-43,2024-08-20 05:51:09
47,47,4,18,2024-08-20 05:52:09
47,47,-12,-17,2024-08-20 05:53:08
47,47,0,4,2024-08-20 05:54:09
47,47,-55,-50,2024-08-20 05:55:09
47,47,13,6,2024-08-20 05:56:08
47,47,-32,-3,2024-08-20 05:57:09
47,47,-13,-13,2024-08-20 05:58:09
47,47,12,11,2024-08-20 05:59:09
47,47,-45,-60,2024-08-20 06:00:09
46,47,8,20,2024-08-20 06:01:12
47,47,-20,-1,2024-08-20 06:02:09
47,47,8,12,2024-08-20 06:03:09
46,47,-32,-69,2024-08-20 06:04:09
47,47,2,-1,2024-08-20 06:05:09
47,47,5,-8,2024-08-20 06:06:09
47,47,-32,-25,2024-08-20 06:07:09
47,47,8,40,2024-08-20 06:08:09
47,47,-51,-32,2024-08-20 06:09:09
47,47,24,4,2024-08-20 06:10:09
47,47,35,48,2024-08-20 06:11:09
47,47,-75,-69,2024-08-20 06:12:09
47,47,22,40,2024-08-20 06:13:09
47,47,-25,-11,2024-08-20 06:14:09
46,47,4,-12,2024-08-20 06:15:09
46,47,-10,10,2024-08-20 06:16:09
47,47,-34,-24,2024-08-20 06:17:09
53,52,4,2,2024-08-20 06:18:09
52,53,25,12,2024-08-20 06:19:09
51,51,5,0,2024-08-20 06:20:08
52,56,3,0,2024-08-20 06:21:09
60,60,-6,-69,2024-08-20 06:22:09
60,60,76,73,2024-08-20 06:23:09
60,60,-12,-1,2024-08-20 06:24:09
60,60,39,45,2024-08-20 06:25:09
60,60,-17,-8,2024-08-20 06:26:09
60,60,-30,-22,2024-08-20 06:27:09
40,40,30,0,2024-08-20 06:28:09
39,32,425,-2,2024-08-20 06:29:09
50,50,5,-2,2024-08-20 06:30:09
50,50,-1,45,2024-08-20 06:31:09
50,50,0,-40,2024-08-20 06:32:09
48,48,45,49,2024-08-20 06:33:09
46,47,-12,-17,2024-08-20 06:34:09
43,43,24,46,2024-08-20 06:35:08
43,43,-15,-32,2024-08-20 06:36:08
43,44,12,-8,2024-08-20 06:37:09
44,44,-2,-8,2024-08-20 06:38:09
44,44,-6,-12,2024-08-20 06:39:09
44,44,4,-8,2024-08-20 06:40:09
44,44,-17,-13,2024-08-20 06:41:09
44,44,32,40,2024-08-20 06:42:09
44,44,-27,-17,2024-08-20 06:43:09
44,44,17,-1,2024-08-20 06:44:08
44,44,-18,-1,2024-08-20 06:45:09
44,44,30,24,2024-08-20 06:46:08
44,44,-18,-25,2024-08-20 06:47:09
44,44,18,20,2024-08-20 06:48:09
44,44,12,-17,2024-08-20 06:49:09
43,44,-3,-2,2024-08-20 06:50:08
44,44,13,2,2024-08-20 06:51:09
44,44,-11,-6,2024-08-20 06:52:09
43,44,30,-1,2024-08-20 06:53:09
44,44,12,35,2024-08-20 06:54:09
43,44,-12,10,2024-08-20 06:55:08
44,44,58,54,2024-08-20 06:56:09
44,44,-37,-37,2024-08-20 06:57:09
44,44,12,22,2024-08-20 06:58:09
44,44,-6,-2,2024-08-20 06:59:09
43,44,2,8,2024-08-20 07:00:09
44,44,-8,-22,2024-08-20 07:01:08
44,44,-22,-25,2024-08-20 07:02:09
44,44,29,34,2024-08-20 07:03:09
43,44,-32,-50,2024-08-20 07:04:09
44,44,27,17,2024-08-20 07:05:09
44,44,-20,-30,2024-08-20 07:06:09
44,44,6,-11,2024-08-20 07:07:08
44,44,-4,-12,2024-08-20 07:08:09
44,44,-4,8,2024-08-20 07:09:09
44,44,-8,-1,2024-08-20 07:10:09
44,44,10,17,2024-08-20 07:11:09
44,44,12,6,2024-08-20 07:12:09
44,44,-8,11,2024-08-20 07:13:09
44,44,-13,-4,2024-08-20 07:14:09
43,44,2,-6,2024-08-20 07:15:09
44,44,-27,-41,2024-08-20 07:16:09
44,44,22,4,2024-08-20 07:17:09
44,44,-12,-18,2024-08-20 07:18:09
44,44,11,6,2024-08-20 07:19:09
44,44,18,13,2024-08-20 07:20:09
44,44,15,2,2024-08-20 07:21:08
44,44,-6,-40,2024-08-20 07:22:09
44,44,22,35,2024-08-20 07:23:09
40,41,-22,-10,2024-08-20 07:24:09
40,41,12,16,2024-08-20 07:25:08
40,41,8,3,2024-08-20 07:26:09
40,41,-13,-12,2024-08-20 07:27:09
40,41,27,0,2024-08-20 07:28:09
40,41,4,12,2024-08-20 07:29:09
41,41,-5,6,2024-08-20 07:30:09
40,41,6,6,2024-08-20 07:31:09
40,41,-1,18,2024-08-20 07:32:09
40,41,32,25,2024-08-20 07:33:09
29,0,-27,-22,2024-08-20 07:34:09
1,0,-4,0,2024-08-20 07:35:09
1,0,-4,-2,2024-08-20 07:36:09
1,0,-2,0,2024-08-20 07:37:09
1,0,896,898,2024-08-20 07:38:09
46,47,896,898,2024-08-20 07:39:08
1,0,896,898,2024-08-20 07:40:09
1,0,896,898,2024-08-20 07:41:09
1,0,896,898,2024-08-20 07:42:09
1,0,896,898,2024-08-20 07:43:09
1,0,896,900,2024-08-20 07:44:09
11,0,896,898,2024-08-20 07:45:09
1,0,896,898,2024-08-20 07:46:08
1,0,895,898,2024-08-20 07:47:09
52,58,895,900,2024-08-20 07:48:09
13,14,266,281,2024-08-20 07:49:09
16,17,340,342,2024-08-20 07:50:09
16,17,311,298,2024-08-20 07:51:09
16,17,138,121,2024-08-20 07:52:09
12,13,-115,-111,2024-08-20 07:53:08
12,13,-105,-106,2024-08-20 07:54:09
12,13,-55,-46,2024-08-20 07:55:09
12,13,-123,-108,2024-08-20 07:56:09
12,13,-76,-133,2024-08-20 07:57:09
13,13,-116,-91,2024-08-20 07:58:09
12,13,34,49,2024-08-20 07:59:09
9,10,30,34,2024-08-20 08:00:09
9,10,-4,-6,2024-08-20 08:01:09
9,10,-50,-68,2024-08-20 08:02:08
9,10,-330,-335,2024-08-20 08:03:09
9,10,-257,-246,2024-08-20 08:04:09
9,10,-25,-37,2024-08-20 08:05:09
9,10,-75,-73,2024-08-20 08:06:09
9,10,70,64,2024-08-20 08:07:09
9,10,-232,-222,2024-08-20 08:08:09
9,10,-25,-4,2024-08-20 08:09:09
12,13,172,181,2024-08-20 08:10:09
12,13,287,262,2024-08-20 08:11:09
23,23,73,45,2024-08-20 08:12:09
36,38,-141,-151,2024-08-20 08:13:09
39,40,151,151,2024-08-20 08:14:09
39,39,-75,-76,2024-08-20 08:15:09
46,46,-51,-27,2024-08-20 08:16:08
55,56,-30,-44,2024-08-20 08:17:09
55,55,140,160,2024-08-20 08:18:09
55,55,-5,8,2024-08-20 08:19:09
55,55,13,6,2024-08-20 08:20:09
55,55,-20,-22,2024-08-20 08:21:08
